keywords,year,_metaphor,_author,_url,id,bin,bin_start
Government,1750,"""For my part, I think no politics worth attending to but those of the little commonwealth of woman: if I can maintain my empire  over hearts, I leave the men to quarrel for every thing else.""","Brooke [née Moore], Frances (bap. 1724, d. 1789)",http://metaphors.lib.virginia.edu/metaphors/14267,landscape_maintain_empire_9039,1750-1800,1750
"Physics,Optics,Mineral",1600,"""Attraction is a ministering faculty, which, as a loadstone doth iron, draws meat into the stomach, or as a lamp doth oil; and this attractive power is very necessary in plants, which suck up moisture by the root, as, another mouth, into the sap, as a like stomach.""","Burton, Robert (1577-1640)",http://metaphors.lib.virginia.edu/metaphors/9286,landscape_loadstone_doth_iron_draws_doth_847,1600-1700,1600
Uncategorized,1600,"""This litigation of senses proceeds from an inhibition of spirits, the way being stopped by which they should come; this stopping is caused of vapours arising out of the stomach, filling the nerves, by which the spirits should be conveyed""","Burton, Robert (1577-1640)",http://metaphors.lib.virginia.edu/metaphors/9292,still_life_litigation_come_caused_852,1600-1700,1600
War,1750,"""Do not be alarmed for me; reason and the impossibility of success will conquer my passion for this angelic woman""","Brooke [née Moore], Frances (bap. 1724, d. 1789)",http://metaphors.lib.virginia.edu/metaphors/14274,landscape_conquer_passion_9044,1750-1800,1750
Writing,1750,"""What gratitude do we not owe to heaven! may the sense of it be for ever engraven on our hearts!""","Brooke [née Moore], Frances (bap. 1724, d. 1789)",http://metaphors.lib.virginia.edu/metaphors/14276,still_life_ever_engraven_9046,1750-1800,1750
"Fire,Music,Uncategorized",1600,"""Many erroneous opinions are about the essence and original of [the rational soul]; whether it be fire, as Zeno held; harmony, as Aristoxenus; number, as Xenocrates; whether it be organical, or inorganical; seated in the brain, heart or blood; mortal or immortal; how it comes into the body.""","Burton, Robert (1577-1640)",http://metaphors.lib.virginia.edu/metaphors/9295,still_life_fire_harmony_aristoxenus_numbe_854,1600-1700,1600
Government,1600,"""Afterwards, men made use of the same word [conscience] metaphorically for the knowledge of their own secret facts and secret thoughts; and therefore it is rhetorically said that the conscience is a thousand witnesses.""","Hobbes, Thomas (1588-1679)",http://metaphors.lib.virginia.edu/metaphors/17686,landscape_conscience_witnesses_858,1600-1700,1600
"Container,Light",1600,"""Men are not to conceive as if his body were turned into such a substance as the sun is of, for the soul, as through a case of glass, to shine gloriously in only; but further it is united to the soul, to be acted by it, though immediately, for the soul to produce operations in it.""","Goodwin, Thomas (1600-1680)",http://metaphors.lib.virginia.edu/metaphors/18599,seascape_substance_case_glass_sun_glass_859,1600-1700,1600
Mineral,1750,"""Something like pity shakes my firm resolves, / And almost melts the iron heart of Zingis.""","Dow, Alexander (1735/6-1779)",http://metaphors.lib.virginia.edu/metaphors/23309,still_life_iron_heart_9053,1750-1800,1750
"Light,Geography,Weather",1750,"""But all his serious thoughts had rest in Heaven. / As some tall cliff, that lifts its awful form, / Swells from the vale and midway leaves the storm, / Though round its breast the rolling clouds are spread, / Eternal sunshine settles on its head.""","Goldsmith, Oliver (1728?-1774)",http://metaphors.lib.virginia.edu/metaphors/14303,seascape_tall_cliff_swells_vale_storm_t_9058,1750-1800,1750
"Light,Motion",1600,"""And on the contrary, metaphors, and senseless and ambiguous words, are like ignes fatui; and reasoning upon them is wandering amongst innumerable absurdities; and their end, contention and sedition, or contempt.""","Hobbes, Thomas (1588-1679)",http://metaphors.lib.virginia.edu/metaphors/18978,landscape_ignes_fatui_wandering_amongst__866,1600-1700,1600
Fetters,1600,"""Why break'st thou not (my Soul) this Chain / Of Flesh? why lett'st thou that restrain / Thy nimble Flight into his Arms, / Whose only Look with gladness charms?""","Sherburne, Sir Edward (bap. 1616, d. 1702)",http://metaphors.lib.virginia.edu/metaphors/19446,still_life_chain_restrain_thy_charms_869,1600-1700,1600
Animals,1600,"""From whence it happens, that they which trust to books, do as they that cast up many little summs into a greater, without considering whether those little summes were rightly cast up or not; and at last finding the errour visible, and not mistrusting their first grounds, know not which way to cleere themselves; but spend time in fluttering over their bookes; as birds that entring by the chimney, and finding themselves inclosed in a chamber, flutter at the false light of a glasse window, for want of wit to consider which way they came in.""","Hobbes, Thomas (1588-1679)",http://metaphors.lib.virginia.edu/metaphors/24514,landscape_fluttering_birds_entring_chimn_875,1600-1700,1600
Animals,1700,"""These chronic Passions, while from real woes / They rise, and yet without the body's fault / Infest the soul, admit one only cure; / Diversion, hurry, and a restless life.""","Armstrong, John (1708/9-1779)",http://metaphors.lib.virginia.edu/metaphors/14322,landscape_chronic_passions_infest_9071,1700-1750,1700
Fetters,1600,"""I speak now in relation between the Oppressor and the oppressed; the inward bondages I meddle not with in this place, though I am assured that, if it be rightly searched into, the inward bondages of the mind, as covetousness, pride, hypocrisy, envy, sorrow, fears, desperation and madness, are all occasioned by the outward bondage that one sort of people lay upon another.""","Winstanley, Gerrard (bap. 1609, d. 1676)",http://metaphors.lib.virginia.edu/metaphors/19092,landscape_rightly_bondages_occasioned_bo_880,1600-1700,1600
Mineral,1750,"""Sylvia, if you persist to steel your heart, / Expect a mansion in that dire abode.""","Stockdale, Percival (1736-1811)",http://metaphors.lib.virginia.edu/metaphors/14325,still_life_steel_9074,1750-1800,1750
Population,1750,"""How light my heart feels from / A villainous guest that sat like lead upon it!""","Armstrong, John (1708/9-1779)",http://metaphors.lib.virginia.edu/metaphors/14331,still_life_villainous_guest_9077,1750-1800,1750
Writing,1750,"""It is a favourite maxim with Mr LOCKE, as it was with some ancient philosophers, that the human soul, previous to education, is like a piece of white paper, or tabula rasa, and this simile, harmless as it may appear, betrays our great modern into several important mistakes.""","Beattie, James (1735-1803)",http://metaphors.lib.virginia.edu/metaphors/14334,still_life_piece_tabula_rasa_appear_betra_9079,1750-1800,1750
Population,1750,"""What is it to which a wise man will pay more attention, than to his reason and conscience, those divine monitors by which he is to judge even of religion itself, and which he is not at liberty to disobey, though an angel from heaven should command him?""","Beattie, James (1735-1803)",http://metaphors.lib.virginia.edu/metaphors/19241,landscape_pay_attention_divine_monitors_9090,1750-1800,1750
"Population,Container,Architecture",1750,"""By this time the choleric vapours, which madam had jogged downwards when she let her broad bottom salute the chair with such a whack, growing warm amongst the hodg-potch they found in her store-room, which we may properly stile a hot-house, began to ascend, and take possession of their former tenement; this tenement was a cavity on the right side of the head, intended to be filled with brains as well as the left; but nature was either in haste when she finished off this precious piece of earthen ware; or thought that one side held a sufficient quantity for any use she could put them to, and therefore left the right side quite empty; which accounts for madam's having more choler than her judgment could guide.""","Bridges, Thomas (b. 1710?, d. in or after 1775)",http://metaphors.lib.virginia.edu/metaphors/19954,portrait_take_possession_thought_suffic_9101,1750-1800,1750
Population,1600,"""When we of childish toys do think, a fair / May be in th' brain, where crowds of fairies are, / And in each stall may all such knacks be sold, / As rattles, bells, or bracelets made of gold""","Cavendish, Margaret (1623-1673)",http://metaphors.lib.virginia.edu/metaphors/9334,still_life_fair_may_crowds_stall_910,1600-1700,1600
Machine,1750,"""The wise look further, and the wise can see / The hands of Sawney actuating thee; / The clock-work of thy conscience turns about, / Just as his mandates wind thee in and out.""","Chatterton, Thomas (1752-1770)",http://metaphors.lib.virginia.edu/metaphors/22888,landscape_thee_clock_work_9103,1750-1800,1750
Mineral,1750,"""Did not thy iron conscience blush to write / This Tophet of the gentle arts polite?""","Chatterton, Thomas (1752-1770)",http://metaphors.lib.virginia.edu/metaphors/22889,landscape_iron_conscience_9104,1750-1800,1750
Population,1600,"""And when our thoughts all merry be and gay, / There may be dancing on their wedding day.""","Cavendish, Margaret (1623-1673)",http://metaphors.lib.virginia.edu/metaphors/9336,landscape_wedding_day_912,1600-1700,1600
Geography,1600,"""Some ways i'th' Brain were Ill, and Foul with all, / Which made him oft into deep Errours fall; / Oft was he hid by Mountains high of Fear, / Then slid down Precipices of Despair; / Woods of Forgetfulness he oft past through, / To find the Right way out, had much ado.""","Cavendish, Margaret (1623-1673)",http://metaphors.lib.virginia.edu/metaphors/19865,landscape_ways_mountains_high_right_way__914,1600-1700,1600
Mineral,1600,"""We often see stones hang with drops not from any innate moisture, but from a thick air about them; so may we sometime see marble-hearted sinners seem full of contrition, but it is not from any dew of grace within but from some black clouds that impends them, which produces these sweating effects.""","Bradstreet, Anne (1612-1672)",http://metaphors.lib.virginia.edu/metaphors/9337,landscape_stones_hang_innate_sweating_st_915,1600-1700,1600
Mineral,1750,"""Not greater wonder seiz'd th' abode / Of gloomy Dis, infernal god, / With pity when th' Orphean lyre / Did every iron heart inspire, / Sooth'd tortur'd ghosts with heavenly strains, / And respited eternal pains.""","Dalton, John (b. 1709, d. 1763)",http://metaphors.lib.virginia.edu/metaphors/23308,still_life_orphean_lyre_iron_heart_inspir_9107,1750-1800,1750
Population,1600,"""Conscience must be the Clarke of the Market; and tell us that we must so sell, as we could be willing to buy.""","Hall, Joseph (1574-1656)",http://metaphors.lib.virginia.edu/metaphors/17670,still_life_clarke_918,1600-1700,1600
Writing,1750,"""That the mind of man, previous to the information of the senses, is a tabula rasa, a blank, without ideas, without knowledge, is a doctrine too well supported by this great master of reason to suffer a shock.""","Baker, William (1742-1785)",http://metaphors.lib.virginia.edu/metaphors/14333,still_life_tabula_rasa_blank_without_9111,1750-1800,1750
Motion,1600,"""My eye, which swift as thought contracts the space / That lies between, and first salutes the place / Crown'd with that sacred pile, so vast, so high, / That whether 'tis a part of Earth, or sky, / Uncertain seems, and may be thought a proud / Aspiring mountain, or descending cloud, / Pauls, the late theme of such a Muse whose flight / Has bravely reach't and soar'd above thy height.""","Denham, John, Sir (1615-1669)",http://metaphors.lib.virginia.edu/metaphors/24143,landscape_swift_thought_flight_reach_soa_922,1600-1700,1600
"Animals,Motion",1600,"""Nor wonder, if (advantag'd in my flight, / By taking wing from thy auspicious height) / Through untrac't ways, and aery paths I fly, / More boundless in my Fancy than my eie.""","Denham, John, Sir (1615-1669)",http://metaphors.lib.virginia.edu/metaphors/24142,landscape_flight_wing_fly_flight_wing_923,1600-1700,1600
War,1600,"One may have a ""Self-conquering Mind""","Harington, John (1627-1700)",http://metaphors.lib.virginia.edu/metaphors/9347,portrait_self_mind_934,1600-1700,1600
Uncategorized,1600,""" Then Calice where the English did remain / During eleven Kings reigns from her was ta'in; / Which loss so griev'd her, as she did impart, / That Calice was engraven in her heart.""","Billingsley, Nicholas (bap. 1633, d. 1709)",http://metaphors.lib.virginia.edu/metaphors/9349,still_life_calice_engraven_936,1600-1700,1600
Mineral,1600,"""Meanwhile, beseech'd her drink that most renownd / Choyce Cordiall sent, th' Worlds onely Soveraign; / 'Twould mint new Spirits, steel both Heart and Brain  / For th' crown'd Exploit at hand""","Harington, John (1627-1700)",http://metaphors.lib.virginia.edu/metaphors/9351,still_life_new_steel_hand_938,1600-1700,1600
"Container,Mineral",1600,"""Alas! alas! my flesh is too too weak, / And may be conquer'd; thou maist eas'ly break / This brittle Casket: but my inward minde / A jewel is which thou shalt never finde.""","Billingsley, Nicholas (bap. 1633, d. 1709)",http://metaphors.lib.virginia.edu/metaphors/9353,still_life_jewel_thou_brittle_casket_jewe_940,1600-1700,1600
"Light,Weather",1750,"""'The gusts of appetite, the clouds of care, / 'And storms of disappointment, all o'erpast, / 'Henceforth no earthly hope with heaven shall share / 'This heart, where peace serenely shines at last.""","Beattie, James (1735-1803)",http://metaphors.lib.virginia.edu/metaphors/21405,landscape_gusts_clouds_storms_gusts_clou_9135,1750-1800,1750
"War,Animals,Vehicles,Motion",1600,"The fancy is a ""Boundlesse, restlesse faculty, free from all engagements, diggs without spade, sails without Ships, Flies without wings, builds without charges, fights without bloodshed, in a moment striding from the Center to the circumference of the world, by a kind of omnipotency creating and annihilating things in a moment, and marryng things divorced in nature.""","Poole, Joshua (c.1615–c.1656)",http://metaphors.lib.virginia.edu/metaphors/24811,landscape_engagements_diggs_without_spad_948,1600-1700,1600
Fire,1600,"""The soul seems to be like a little flame or a most attenuated kind of fire, which thrives or remains kindled while the animal lives, since if it no longer thrives or is put out, the animal dies.""","Gassendi, Pierre (1592-1655)",http://metaphors.lib.virginia.edu/metaphors/8429,landscape_little_flame_fire_kindled_flam_949,1600-1700,1600
"Physics,Mineral",1600,"""Our hearts all vice, as Amphitane gold draws, / The Load-stone iron, as the Amber strawes.""","Billingsley, Nicholas (bap. 1633, d. 1709)",http://metaphors.lib.virginia.edu/metaphors/9362,still_life_gold_draws_iron_load_stone_iro_951,1600-1700,1600
Mineral,1600,"""O make me have respect / To all thy righteous Laws, begin / To purge out all my dross: my Tinn / Remove far from me""","Billingsley, Nicholas (bap. 1633, d. 1709)",http://metaphors.lib.virginia.edu/metaphors/9365,landscape_dross_tinn_953,1600-1700,1600
"Light,Weather,Mineral",1750,"""But he whose active, unencumber'd mind / Leaves this low earth and all its mists behind, / Fond in a pure unclouded sky to glow, / Like the bright orb that rises on the Po, / O'er half the globe with steady splendour shines, / And ripens virtues as it ripens mines.""","Cawthorn, James (1719-1761)",http://metaphors.lib.virginia.edu/metaphors/24301,landscape_mists_behind_sky_glow_like_bri_9151,1750-1800,1750
"Visual Arts,Architecture,Motion",1750,"""For this, fair hope leads on the' impassion'd soul / Through life's wild labyrinths to her distant goal; / Paints in each dream, to fan the genial flame, / The pomp of riches, and the pride of fame, / Or fondly gives reflection's cooler eye / A glance, an image, of a future sky.""","Cawthorn, James (1719-1761)",http://metaphors.lib.virginia.edu/metaphors/24302,landscape_life_image_future_impassion_li_9152,1750-1800,1750
Plant,1750,"""I am inclined to think, no mind was ever wholly exempt from envy; which, perhaps, may have been implanted, as an instinct essential to our nature""","Smollett, Tobias (1721-1777)",http://metaphors.lib.virginia.edu/metaphors/14359,landscape_implanted_instinct_essential_n_9160,1750-1800,1750
Machine,1750,"""He observed, that her ladyship's brain was a perfect mill for projects; and that she and Tabby had certainly engaged in some secret treaty, the nature of which he could not comprehend""","Smollett, Tobias (1721-1777)",http://metaphors.lib.virginia.edu/metaphors/14368,still_life_perfect_mill_projects_9163,1750-1800,1750
"Population,Architecture",1600,"""As first the Frame of the Body, of which I think most reasonable to conclude the Soule her self to be the more particular Architect (for I will not wholly reject Plotinus his opinion;) and that the Plastick power resides in her, as also in the Soules of Brute animals, as very learned and worthy Writers have determined.""","More, Henry (1614-1687)",http://metaphors.lib.virginia.edu/metaphors/19363,landscape_particular_architect_plastick__972,1600-1700,1600
"Government,Vehicles",1600,"""But the difficulty now is, whether that Humane shape that the Soul transforms her Vehicle into, be simply the effect of the Imperium of her Will over the Matter she actuates, or that her Will may be in some measure limited or circumscribed in its effect by a concomitant exertion of the Plastick power; so that what proceeds from the Will may be onely more general, that is, That the Souls Will may onely command the Vehicle into an Animal form; but that it is the form or shape of a Man, may arise in a more natural way from the concomitant exertion of the Plastick vertue.""","More, Henry (1614-1687)",http://metaphors.lib.virginia.edu/metaphors/19656,still_life_vehicle_matter_actuates_concom_979,1600-1700,1600
"Geography,Liquid",1750,"""Thus man [like a cataract], the harpy of his own content, / With blust'ring passions, phrensically bent,  / Wild in the rapid vortex whirls the soul, / Till reason bursts, impatient of controul.""","Maude, Thomas (1718-1798)",http://metaphors.lib.virginia.edu/metaphors/25005,landscape_cataract_vortex_whirls_wild_vo_9174,1750-1800,1750
"Geography,Liquid,Motion",1750,"""But now the wavy conflict tends to peace, / And jarring elements their tumults cease, / Placid below, the stream obsequious flows, / And silent wonders how fell Discord grows./ So the calm mind reviews her tortur'd state, / Resuming reason for the cool debate.""","Maude, Thomas (1718-1798)",http://metaphors.lib.virginia.edu/metaphors/25006,landscape_wavy_stream_obsequious_flows_w_9175,1750-1800,1750
Mineral,1750,"""Oh! if my fate depends upon her looks, they must be iron hearts that can withstand 'em.""","Cumberland, Richard (1732-1811)",http://metaphors.lib.virginia.edu/metaphors/14464,still_life_iron_hearts_9181,1750-1800,1750
Uncategorized,1750,"""On his worn Pallet, now, view him reclin'd; / Terrifick Visions haunt his tortur'd Mind.""","Whyte, Samuel (1733-1811)",http://metaphors.lib.virginia.edu/metaphors/14445,landscape_visions_haunt_9198,1750-1800,1750
"Weather,Liquid",1600,"""In these men the principles are holy, the instruction perfect, the law remaining, the perswasions uncancelled; but against all this torrent there is a whirlwind of passions, and filthy resolutions, and wilfulness, which corrupt the heart, while as yet the head is uncorrupted in the direct rules of conscience.""","Taylor, Jeremy (bap. 1613, 1667)",http://metaphors.lib.virginia.edu/metaphors/17667,landscape_torrent_whirlwind_filthy_resol_1009,1600-1700,1600
Impressions,1750,"""Consult the Impression in your Breast, / And own, what all Mankind attest.""","Whyte, Samuel (1733-1811)",http://metaphors.lib.virginia.edu/metaphors/14461,landscape_impression_9204,1750-1800,1750
"War,Architecture",1600,"""[T]hrough ev'ry Breast [Faith] goes, invades their Minds, which, all-possest / By her great Deitie, each Soul doth prove / Her Altar, burning by her Sacred Love""","Ross, Thomas (bap. 1620, d. 1675)",http://metaphors.lib.virginia.edu/metaphors/9394,still_life_goes_invades_altar_burning_sac_1016,1600-1700,1600
Animals,1600,"""For when the outward body doth consume, / In Hell such take their Hell-prepared room, / Their souls there having some such shape, or hue / Of beasts, whose actions they inclined to""","Pordage, Samuel (bap. 1633, d. c. 1691)",http://metaphors.lib.virginia.edu/metaphors/9400,still_life_beasts_whose_1020,1600-1700,1600
Uncategorized,1750,"""Thou only canst my soul prepare, / And stamp me with Thy character""","Wesley, John and Charles",http://metaphors.lib.virginia.edu/metaphors/14453,portrait_stamp_9214,1750-1800,1750
Animals,1600,"""But that, whose Sound, in the Pelîack Cave, / A Bridle to the Minds of Heroes gave, / And great Achilles Thoughts, the Centaure lov'd, / And when, upon the Strings, his Finger mov'd, / Hell's, or the Ocean's Fury 'twould allay.""","Ross, Thomas (bap. 1620, d. 1675)",http://metaphors.lib.virginia.edu/metaphors/9402,landscape_sound_peliack_cave_bridle_alla_1022,1600-1700,1600
Liquid,1750,"The mind may be ""poured forth""","Penny [née Hughes, formerly Christian], Anne (bap. 1729, d. 1780/4)",http://metaphors.lib.virginia.edu/metaphors/14481,portrait_forth_poured_9219,1750-1800,1750
Fire,1750,"""Sighs are incense from a heart sincere""","Barbauld, Anna Letitia [née Aikin] (1743-1825)",http://metaphors.lib.virginia.edu/metaphors/14490,landscape_incense_9223,1750-1800,1750
Mineral,1600,"The ""active soul doth not consume with rust""","Watkyns, Rowland (c. 1614-1664)",http://metaphors.lib.virginia.edu/metaphors/9409,portrait_rust_1031,1600-1700,1600
Plant,1750,"Souls may be ripened in ""our northern sky""","Barbauld, Anna Letitia [née Aikin] (1743-1825)",http://metaphors.lib.virginia.edu/metaphors/14496,still_life_ripened_9229,1750-1800,1750
"Fetters,Architecture",1600,"""They are moved (if I may dare to say so) like the rational creatures of the Almighty Poet, who walk at liberty, in their own opinion, because their fetters are invisible; when, indeed, the prison of their will is the more sure for being large; and instead of an absolute power over their actions, they have only a wretched desire of doing that, which they cannot choose but do.""","Dryden, John (1631-1700)",http://metaphors.lib.virginia.edu/metaphors/9416,landscape_liberty_prison_large_wretched__1038,1600-1700,1600
Liquid,1750,"An awful stillness may be breathed through the soul that, ""As by a charm"" causes ""the waves of grief to subside"" and stops the ""headlong Tide"" of ""Impetuous Passion""","Barbauld, Anna Letitia [née Aikin] (1743-1825)",http://metaphors.lib.virginia.edu/metaphors/14504,seascape_waves_headlong_tide_9233,1750-1800,1750
Fetters,1600,"""Come! let thy locks (whose every Hair / A willing Lover doth ensnare) / Fetter my Soul, in those soft Chaines, / Where Beauty link't with Love, remains!""","Bold, Henry (1627-1683)",http://metaphors.lib.virginia.edu/metaphors/19438,portrait_fetter_soft_chaines_1042,1600-1700,1600
Government,1750,"""Such is my theme, which means to prove, /  That tho' we drink, or game, or love, / As that or this is most in fashion, / Precedence is our ruling passion.""","Shenstone, William (1714-1763)",http://metaphors.lib.virginia.edu/metaphors/14510,still_life_ruling_passion_9237,1750-1800,1750
"Uncategorized,Machine",1600,"""Now I maintain that when God unites a rational soul to this machine (in a way that I intend to explain later) he will place its principal seat in the brain, and will make its nature such that the soul will have different sensations corresponding to the different ways in which the entrances to the pores in the internal surface of the brain are opened by means of the nerves.""","Descartes, René (1596-1650)",http://metaphors.lib.virginia.edu/metaphors/19555,landscape_machine_way_principal_way_late_1049,1600-1700,1600
"Uncategorized,Impressions",1600,"""But I shall content myself with telling you more about how the traces are imprinted on the internal part of the brain which is the seat of the memory.""","Descartes, René (1596-1650)",http://metaphors.lib.virginia.edu/metaphors/19560,landscape_traces_imprinted_traces_imprin_1054,1600-1700,1600
Mineral,1750,"""Her form was beauty's self, thro' which refin'd / Shone, like a jewel chrystal-clos'd, her mind""","Robertson, James (fl.1768-1788)",http://metaphors.lib.virginia.edu/metaphors/14548,portrait_jewel_chrystal_clos_9250,1750-1800,1750
Body,1600,"""The sicknesses of the soul have their ups and downs like those of the body; what we take to be a cure is most often merely a respite or change of disease.""","La Rochefoucauld, François, duc de (1613-1680)",http://metaphors.lib.virginia.edu/metaphors/9425,still_life_sicknesses_body_disease_1068,1600-1700,1600
Population,1600,"""And indeed, the Thoughts of many a Person, are oftentimes so active, and restless, that something or other they must, and will perpetually be doing; and like unruly Souldiers, if you have not a care to employ them well, they will employ themselves ill.""","Boyle, Robert (1627-1691)",http://metaphors.lib.virginia.edu/metaphors/24334,landscape_souldiers_employ_well_1076,1600-1700,1600
"Animals,Motion",1600,"""Which last Expression suits very well with the present case, since, when a pious Soul is once got upon the wing of Contemplation, she must descend and stoop to exchange her converse with Heavenly objects, for one with Earthly vanities, and much more must she debase and degrade her self, if the things she is tempted to, be Lusts, which she will thence clearly discern, to be as Low as the Hell they belong to, and deserve.""","Boyle, Robert (1627-1691)",http://metaphors.lib.virginia.edu/metaphors/24335,still_life_got_upon_wing_contemplation_de_1077,1600-1700,1600
War,1600,"""We need not in this case, as in most others, make an uneasie Preparation to entertain our Instructors; for our Instructions are suddenly, and as it were cut of an Ambuscade, shot into our Mind, from things whence we never expected them, so that we receive the advantage of learning good Lessons, without the trouble of going to School for them, which, to many, appears the greatest trouble that is to be undergone, for the Acquist of Knowledge.""","Boyle, Robert (1627-1691)",http://metaphors.lib.virginia.edu/metaphors/24339,landscape_suddenly_cut_ambuscade_shot_gr_1080,1600-1700,1600
"Uncategorized,Motion",1600,"""Thus all the uncertainty, and mistakes of humane actions, proceed either from the narrowness and wandring of our Senses, from the slipperiness or delusion of our Memory, from the confinement or rashness of our Understanding, so that 'tis no wonder, that our power over natural causes and effects is so slowly improv'd, seeing we are not only to contend with the obscurity and difficulty of the things whereon we work and think, but even the forces of our own minds conspire to betray us.""","Hooke, Robert (1635-1703)",http://metaphors.lib.virginia.edu/metaphors/24886,still_life_proceed_either_wandring_slowly_1082,1600-1700,1600
Motion,1750,"""Even immediately after profound meditation, the mind being fatigued, indulges itself in roving, although the will oppose; we indeed continue to think, but our thoughts are altogether irregular; we remain awake, but experience the effects of sleep; imagination traces the same airy semblances, the same fugitive shades as during sleep.""","Marat, Jean-Paul (1743-1793)",http://metaphors.lib.virginia.edu/metaphors/22364,landscape_roving_although_semblances_fug_9276,1750-1800,1750
"Fire,Uncategorized,Liquid",1750,"""Yet of etherial temper are their souls, / And in their veins the tide of honour rolls; / And valour kindles there the hero's flame, / Contempt of death, and thirst of martial flame. / And pity melts the sympathizing breast, / Ah! fatal virtue!—for the brave distrest.""","Day, Thomas (1748-1789)",http://metaphors.lib.virginia.edu/metaphors/23084,portrait_etherial_temper_flame_contempt_9282,1750-1800,1750
Uncategorized,1750,"""To show that all inferences of reason are false or uncertain, and that the understanding acting alone does entirely subvert itself, and prove by argument that by argument nothing can be proved, he has contrived a puppet of mushrooms, cork, cobwebs, gossamer, and other fungous and flimsy materials, to which he gives the name of Reason.""","Beattie, James (1735-1803)",http://metaphors.lib.virginia.edu/metaphors/23943,still_life_contrived_puppet_gossamer_give_9287,1750-1800,1750
Government,1750,"""But there was a judge in the bosom of Annesly, whom it was more difficult to satisfy; nor could he for a long time be brought to pardon himself that blow, for which the justice of his country had acquitted him.""","Mackenzie, Henry (1745-1831)",http://metaphors.lib.virginia.edu/metaphors/14522,landscape_judge_justice_9290,1750-1800,1750
Impressions,1600,"""Nor was thy Head so worthy as thy Heart; / Where the Divine Impression shin'd so clear""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/9474,landscape_impression_shin_clear_1103,1600-1700,1600
Container,1750,"""Every word that fell from his lips is more precious than all the treasures of the earth; for his 'are the words of eternal life!' They must therefore be laid up in your heart, and constantly referred to on all occasions, as the rule and direction of all your actions.""","Mulso [later Chapone], Hester  (1727-1801)",http://metaphors.lib.virginia.edu/metaphors/18686,landscape_precious_treasures_laid_9299,1750-1800,1750
Liquid,1600,"""Yet all those billows in your breast did meet / A heart so firm, so loyal, and so sweet, / That over them you greater conquest made / Than your Immortal Father ever had.""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/9484,still_life_billows_firm_1111,1600-1700,1600
Body,1600,"""We are by nature Base ones, Lord pour in / Thy grace, & from our souls feet wash off sin.""","Billingsley, Nicholas (bap. 1633, d. 1709)",http://metaphors.lib.virginia.edu/metaphors/9485,still_life_souls_feet_wash_1112,1600-1700,1600
Geography,1600,"""A Conscience unstain'd with blushing crimes, / Holds out in all changes of States and Times. / Mount Sion and good Conscience abide / For ever""","Billingsley, Nicholas (bap. 1633, d. 1709)",http://metaphors.lib.virginia.edu/metaphors/9497,landscape_states_mount_sion_1124,1600-1700,1600
Government,1750,"""Within each willing heart [the Royal Ebor] rais'd his throne.""","Robertson, James (fl.1768-1788)",http://metaphors.lib.virginia.edu/metaphors/14518,still_life_royal_throne_9322,1750-1800,1750
Architecture,1600,"""Too promising, too great a mind/ In so small room to be confin'd""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/9510,still_life_room_1133,1600-1700,1600
Government,1750,"""Nor blush, my fair, to own you copy these; / Your best, your sweetest empire is--to please.""","Barbauld, Anna Letitia [née Aikin] (1743-1825)",http://metaphors.lib.virginia.edu/metaphors/14543,landscape_sweetest_empire_9328,1750-1800,1750
"Dress,Uncategorized",1600,"""But to do this always, and never be able to write a line without it, though it may be admired by some few pedants, will not pass upon those who know that wit is best conveyed to us in the most easy language; and is most to be admired when a great thought comes dressed in words so commonly received, that it is understood by the meanest apprehensions, as the best meat is the most easily digested.""","Dryden, John (1631-1700)",http://metaphors.lib.virginia.edu/metaphors/17246,still_life_always_write_line_dressed_dres_1141,1600-1700,1600
Uncategorized,1750,"""Nor was her mind ill suited to this 'Index of the soul.'""","Mackenzie, Henry (1745-1831)",http://metaphors.lib.virginia.edu/metaphors/24467,landscape_index_9334,1750-1800,1750
Uncategorized,1600,"""How vain a thing is Man, whose noblest part, / That Soul which through the World doth rome, / Traverses Heav'n, finds out the depth of Art, / Yet is so ignorant at home?""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/17891,landscape_whose_noblest_home_1143,1600-1700,1600
Uncategorized,1600,"""I wonder not to find those that know most, / Profess so much their Ignorance; / Since in their own Souls greatest Wits are lost, / And of themselves have scarce a glance.""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/17893,landscape_scarce_glance_1145,1600-1700,1600
"Physics,Uncategorized",1600,"""A Soul self-mov'd which can dilate, contract, / Pierces and judges things unseen: / But this gross heap of Matter cannot act, / Unless impulsed from within.""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/17894,still_life_self_mov_dilate_act_unless_imp_1146,1600-1700,1600
